Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time Coraá∆o;;;;;;;;;;;;;;;;;
545;01/03/2014;17;28;31;39;49;66;70;SANTOS/SP;;;;;;;;;;;;;;;;;
546;06/03/2014;15;17;31;39;44;49;72;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
547;08/03/2014;20;21;33;45;62;71;75;MIXTO/MT;;;;;;;;;;;;;;;;;
548;11/03/2014;4;18;29;56;59;69;75;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
549;13/03/2014;1;21;22;35;42;66;75;NACIONAL/AM;;;;;;;;;;;;;;;;;
550;15/03/2014;26;42;45;46;59;63;80;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
551;18/03/2014;2;19;27;40;45;63;73;OLARIA/RJ;;;;;;;;;;;;;;;;;
552;20/03/2014;4;17;22;44;49;62;66;GAMA/DF;;;;;;;;;;;;;;;;;
553;22/03/2014;23;29;31;33;65;74;79;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
554;25/03/2014;28;49;53;66;67;74;79;ATLêTICO/MG;;;;;;;;;;;;;;;;;
555;27/03/2014;14;35;39;43;68;72;77;PAULISTA/SP;;;;;;;;;;;;;;;;;
556;29/03/2014;10;21;25;30;55;57;65;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
557;01/04/2014;8;22;37;40;60;65;72;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
558;03/04/2014;27;31;45;65;67;68;72;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
559;05/04/2014;9;10;13;19;32;51;60;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
560;08/04/2014;15;23;39;45;56;75;76;CEARµ/CE;;;;;;;;;;;;;;;;;
561;10/04/2014;10;27;28;31;53;57;58;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
562;12/04/2014;7;23;29;31;49;74;76;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
563;15/04/2014;8;12;14;36;50;69;70;IPATINGA/MG;;;;;;;;;;;;;;;;;
564;17/04/2014;2;10;18;19;40;62;69;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
565;19/04/2014;15;18;24;26;31;46;73;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
566;22/04/2014;7;8;20;23;29;40;49;U BARBARENSE;;;;;;;;;;;;;;;;;
567;24/04/2014;1;5;25;39;40;57;77;JOINVILLE/SC;;;;;;;;;;;;;;;;;
568;26/04/2014;6;22;25;45;66;68;75;YPIRANGA/AP;;;;;;;;;;;;;;;;;
569;29/04/2014;1;13;47;52;64;66;74;AMêRICA/RJ;;;;;;;;;;;;;;;;;
570;03/05/2014;8;21;36;61;63;69;80;NACIONAL/AM;;;;;;;;;;;;;;;;;
571;06/05/2014;7;10;18;37;43;53;54;JOINVILLE/SC;;;;;;;;;;;;;;;;;
572;08/05/2014;5;17;22;23;28;33;74;ITUANO/SP;;;;;;;;;;;;;;;;;
573;10/05/2014;2;12;25;37;42;49;76;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
574;13/05/2014;12;33;43;52;59;61;65;ITUANO/SP;;;;;;;;;;;;;;;;;
575;15/05/2014;6;14;21;22;40;43;47;BARUERI/SP;;;;;;;;;;;;;;;;;
576;17/05/2014;13;14;20;43;68;69;71;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
577;20/05/2014;10;21;54;61;62;72;80;RORAIMA/RR;;;;;;;;;;;;;;;;;
578;22/05/2014;5;6;12;23;33;36;63;BAHIA/BA;;;;;;;;;;;;;;;;;
579;24/05/2014;3;7;26;30;42;54;69;GAMA/DF;;;;;;;;;;;;;;;;;
580;27/05/2014;2;4;8;39;42;60;66;REMO/PA;;;;;;;;;;;;;;;;;
581;29/05/2014;5;24;25;56;57;58;64;PAYSANDU/PA;;;;;;;;;;;;;;;;;
582;31/05/2014;21;28;50;57;58;70;77;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
583;03/06/2014;11;18;29;32;35;48;49;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
584;05/06/2014;4;5;23;31;54;71;75;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
585;07/06/2014;28;36;50;54;56;57;70;S«O PAULO/SP;;;;;;;;;;;;;;;;;
586;10/06/2014;11;33;51;52;54;78;80;MIXTO/MT;;;;;;;;;;;;;;;;;
587;12/06/2014;19;21;26;30;50;61;80;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
588;14/06/2014;34;36;39;52;63;73;80;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
589;17/06/2014;3;32;35;43;50;69;75;CEARµ/CE;;;;;;;;;;;;;;;;;
590;21/06/2014;16;20;21;22;76;77;78;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
591;24/06/2014;11;19;21;23;38;48;66;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
592;26/06/2014;7;30;34;42;55;67;76;OLARIA/RJ;;;;;;;;;;;;;;;;;
593;28/06/2014;1;25;34;52;58;64;69;NACIONAL/AM;;;;;;;;;;;;;;;;;
594;01/07/2014;1;10;23;45;46;68;74;PAYSANDU/PA;;;;;;;;;;;;;;;;;
595;03/07/2014;1;3;10;41;51;52;54;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
596;05/07/2014;14;19;20;28;55;76;79;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
597;08/07/2014;13;32;39;40;46;54;65;INTER LIMEIRA/SP;;;;;;;;;;;;;;;;;
598;10/07/2014;1;2;12;20;29;46;71;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
599;12/07/2014;2;13;25;39;47;50;68;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
600;15/07/2014;13;19;27;29;42;44;57;YPIRANGA/AP;;;;;;;;;;;;;;;;;
601;17/07/2014;15;18;55;56;62;67;77;CRB/AL;;;;;;;;;;;;;;;;;
602;19/07/2014;4;14;16;25;60;69;74;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
603;22/07/2014;3;37;46;57;59;63;78;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
604;24/07/2014;2;29;35;52;58;68;74;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
605;26/07/2014;33;42;49;62;71;72;78;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
606;29/07/2014;16;39;43;47;66;69;70;SERGIPE/SE;;;;;;;;;;;;;;;;;
607;31/07/2014;6;14;20;24;33;40;57;PARANµ/PR;;;;;;;;;;;;;;;;;
608;02/08/2014;25;40;53;71;72;74;75;CRB/AL;;;;;;;;;;;;;;;;;
609;05/08/2014;2;4;5;12;31;60;73;PARANµ/PR;;;;;;;;;;;;;;;;;
610;07/08/2014;18;34;37;53;64;67;71;SERGIPE/SE;;;;;;;;;;;;;;;;;
611;09/08/2014;13;29;38;39;44;60;77;YPIRANGA/AP;;;;;;;;;;;;;;;;;
612;12/08/2014;7;10;28;29;60;70;71;PARANµ/PR;;;;;;;;;;;;;;;;;
613;14/08/2014;1;5;18;29;51;54;68;BANGU/RJ;;;;;;;;;;;;;;;;;
614;16/08/2014;2;34;40;51;53;56;67;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
615;19/08/2014;20;35;43;50;67;77;78;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
616;21/08/2014;10;15;25;51;52;53;62;PALMAS/TO;;;;;;;;;;;;;;;;;
617;23/08/2014;12;18;19;20;23;47;63;FIGUEIRENSE;;;;;;;;;;;;;;;;;
618;26/08/2014;11;23;25;31;33;54;71;GOIAS;;;;;;;;;;;;;;;;;
619;28/08/2014;6;15;30;34;42;66;70;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
620;30/08/2014;7;30;35;47;71;72;77;PALMAS/TO;;;;;;;;;;;;;;;;;
621;02/09/2014;15;29;44;48;57;63;72;RORAIMA/RR;;;;;;;;;;;;;;;;;
622;04/09/2014;6;27;50;51;52;55;66;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
623;06/09/2014;42;62;68;74;76;77;78;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
624;09/09/2014;3;27;35;45;60;73;76;GR“MIO/RS;;;;;;;;;;;;;;;;;
625;11/09/2014;3;32;43;50;56;67;73;MIXTO/MT;;;;;;;;;;;;;;;;;
626;13/09/2014;7;12;14;29;44;50;56;PALMAS/TO;;;;;;;;;;;;;;;;;
627;16/09/2014;4;32;43;50;66;74;75;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
628;18/09/2014;9;16;39;43;58;67;69;AVA÷/SC;;;;;;;;;;;;;;;;;
629;20/09/2014;31;40;52;55;57;67;70;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
630;23/09/2014;12;15;26;35;49;50;62;JUVENTUS/SP;;;;;;;;;;;;;;;;;
631;25/09/2014;14;19;21;34;35;60;65;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
632;27/09/2014;14;17;18;35;38;39;40;BANGU/RJ;;;;;;;;;;;;;;;;;
633;30/09/2014;1;17;30;37;43;69;77;IPATINGA/MG;;;;;;;;;;;;;;;;;
634;02/10/2014;14;22;26;30;38;69;71;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
635;04/10/2014;7;13;36;55;68;71;72;AMêRICA/RN;;;;;;;;;;;;;;;;;
636;07/10/2014;12;16;21;48;55;73;75;SANTOS/SP;;;;;;;;;;;;;;;;;
637;09/10/2014;13;19;21;26;43;72;76;OPERARIO/MS;;;;;;;;;;;;;;;;;
638;11/10/2014;3;4;14;17;23;29;69;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
639;14/10/2014;15;19;20;37;44;69;74;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
640;16/10/2014;3;11;26;31;37;52;66;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
641;18/10/2014;8;15;21;33;38;51;80;U BARBARENSE;;;;;;;;;;;;;;;;;
642;21/10/2014;7;8;23;30;41;61;64;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
643;23/10/2014;2;20;38;43;64;66;70;IPATINGA/MG;;;;;;;;;;;;;;;;;
644;25/10/2014;7;14;26;35;42;61;72;SANTOS/SP;;;;;;;;;;;;;;;;;
645;28/10/2014;2;8;14;21;24;32;40;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
646;30/10/2014;5;25;39;50;55;63;78;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
647;01/11/2014;30;34;48;55;57;67;69;CSA;;;;;;;;;;;;;;;;;
648;04/11/2014;6;46;56;58;69;71;77;SPORT/PE;;;;;;;;;;;;;;;;;
649;06/11/2014;2;29;35;39;47;57;77;GOIµS/GO;;;;;;;;;;;;;;;;;
650;08/11/2014;14;20;23;40;62;75;80;VILA NOVA/MG;;;;;;;;;;;;;;;;;
651;11/11/2014;4;41;49;57;58;62;75;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
652;13/11/2014;2;9;24;25;30;49;65;GR“MIO/RS;;;;;;;;;;;;;;;;;
653;18/11/2014;5;21;26;28;34;55;58;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
654;20/11/2014;12;13;14;41;48;60;69;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
655;22/11/2014;23;40;48;53;62;65;78;S«O PAULO/SP;;;;;;;;;;;;;;;;;
656;25/11/2014;2;5;21;45;61;69;74;VASCO DA GAMA/RJ;;;;;;;;;;;;;;;;;
657;27/11/2014;2;11;13;14;25;40;64;CORITIBA/PR;;;;;;;;;;;;;;;;;
658;29/11/2014;19;20;25;40;58;64;65;AMêRICA/RJ;;;;;;;;;;;;;;;;;
659;02/12/2014;6;21;34;39;45;54;63;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
660;04/12/2014;8;13;35;43;47;59;72;VILA NOVA/GO;;;;;;;;;;;;;;;;;
661;06/12/2014;21;23;29;36;38;46;59;ABC/RN;;;;;;;;;;;;;;;;;
662;09/12/2014;7;12;29;47;58;67;70;AVA÷/SC;;;;;;;;;;;;;;;;;
663;11/12/2014;5;7;27;44;58;60;77;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
664;13/12/2014;13;14;17;25;33;35;57;IPATINGA/MG;;;;;;;;;;;;;;;;;
665;16/12/2014;4;26;27;36;42;70;74;MIXTO/MT;;;;;;;;;;;;;;;;;
666;18/12/2014;32;37;42;57;68;74;80;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
667;20/12/2014;1;12;14;16;18;23;77;CEARµ/CE;;;;;;;;;;;;;;;;;
668;23/12/2014;8;15;25;51;60;66;69;ATLêTICO/MG;;;;;;;;;;;;;;;;;
669;27/12/2014;11;27;28;32;34;41;60;CSA/AL;;;;;;;;;;;;;;;;;
670;30/12/2014;9;15;16;32;57;64;69;AMêRICA/MG;;;;;;;;;;;;;;;;;
671;03/01/2015;5;11;43;50;55;60;61;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
672;06/01/2015;10;26;37;42;52;61;71;MIXTO/MT;;;;;;;;;;;;;;;;;
673;08/01/2015;11;27;36;38;48;57;75;ATLêTICO/GO;;;;;;;;;;;;;;;;;
674;10/01/2015;3;22;25;30;33;39;71;S«O PAULO/SP;;;;;;;;;;;;;;;;;
675;13/01/2015;22;25;48;56;61;63;76;ATLêTICO/GO;;;;;;;;;;;;;;;;;
676;15/01/2015;8;18;26;30;43;62;79;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
677;17/01/2015;1;4;16;21;41;42;64;IPATINGA/MG;;;;;;;;;;;;;;;;;
678;20/01/2015;33;40;50;56;58;59;61;IPATINGA/MG;;;;;;;;;;;;;;;;;
679;22/01/2015;2;7;18;44;45;66;77;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
680;24/01/2015;2;4;5;44;67;68;79;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
681;27/01/2015;7;11;21;28;42;57;79;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
682;29/01/2015;5;19;33;42;46;69;75;GR“MIO/RS;;;;;;;;;;;;;;;;;
683;31/01/2015;1;12;32;41;64;68;77;CRB/AL;;;;;;;;;;;;;;;;;
684;03/02/2015;5;24;34;43;66;74;77;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
685;05/02/2015;3;4;15;23;33;67;72;CRB/AL;;;;;;;;;;;;;;;;;
686;07/02/2015;4;11;20;24;29;35;58;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
687;10/02/2015;6;7;8;50;55;56;58;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
688;12/02/2015;26;33;37;38;46;64;74;PORT DESPORT;;;;;;;;;;;;;;;;;
689;14/02/2015;2;26;30;43;68;76;79;BRAGANTINO/SP;;;;;;;;;;;;;;;;;
690;19/02/2015;3;4;8;35;52;66;78;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
691;21/02/2015;17;38;48;64;68;73;79;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
692;24/02/2015;13;19;27;35;55;64;66;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
693;26/02/2015;7;17;24;34;40;51;59;PONTE PRETA/SP;;;;;;;;;;;;;;;;;
694;28/02/2015;4;15;57;61;62;64;70;NACIONAL/AM;;;;;;;;;;;;;;;;;
695;03/03/2015;3;15;20;26;36;53;69;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
696;05/03/2015;10;21;30;38;41;47;78;AMERICANO/RJ;;;;;;;;;;;;;;;;;
697;07/03/2015;22;23;30;54;57;65;75;PALMAS/TO;;;;;;;;;;;;;;;;;
698;10/03/2015;6;16;18;27;34;45;47;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
699;12/03/2015;23;32;33;42;47;54;78;AMêRICA/RJ;;;;;;;;;;;;;;;;;
700;14/03/2015;20;23;25;52;60;73;77;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
701;17/03/2015;1;6;36;44;56;61;75;PALMAS/TO;;;;;;;;;;;;;;;;;
702;19/03/2015;25;40;44;46;52;60;62;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
703;21/03/2015;10;27;34;39;40;54;59;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
704;24/03/2015;3;7;31;37;65;70;72;AMERICANO/RJ;;;;;;;;;;;;;;;;;
705;26/03/2015;29;32;34;37;42;46;47;GUARANI/SP;;;;;;;;;;;;;;;;;
706;28/03/2015;30;38;41;44;48;57;73;OLARIA/RJ;;;;;;;;;;;;;;;;;
707;31/03/2015;24;47;58;60;64;75;80;JUVENTUS/SP;;;;;;;;;;;;;;;;;
708;02/04/2015;4;9;10;27;31;77;79;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
709;04/04/2015;19;26;28;38;48;65;72;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
710;07/04/2015;7;11;12;45;65;69;80;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
711;09/04/2015;3;27;33;34;39;45;65;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
712;11/04/2015;2;41;50;55;56;62;79;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
713;14/04/2015;20;24;27;39;52;60;80;GAMA/DF;;;;;;;;;;;;;;;;;
714;16/04/2015;11;31;34;57;64;71;72;PARANµ/PR;;;;;;;;;;;;;;;;;
715;18/04/2015;26;39;41;45;47;53;64;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
716;23/04/2015;10;16;20;25;44;62;66;PARANµ/PR;;;;;;;;;;;;;;;;;
717;25/04/2015;13;16;20;46;50;56;74;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
718;28/04/2015;10;14;17;35;59;67;71;SERGIPE/SE;;;;;;;;;;;;;;;;;
719;30/04/2015;3;18;30;41;46;47;70;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
720;02/05/2015;21;22;44;57;63;67;73;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
721;05/05/2015;6;8;22;32;36;53;68;BANGU/RJ;;;;;;;;;;;;;;;;;
722;07/05/2015;9;10;16;33;34;71;72;JI-PARANµ / RO;;;;;;;;;;;;;;;;;
723;09/05/2015;6;10;20;31;32;57;79;GUARANI/SP;;;;;;;;;;;;;;;;;
724;12/05/2015;22;31;39;50;53;55;73;SPORT/PE;;;;;;;;;;;;;;;;;
725;14/05/2015;16;23;30;31;35;62;74;NµUTICO/PE;;;;;;;;;;;;;;;;;
726;16/05/2015;3;9;10;66;68;70;77;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
727;19/05/2015;2;12;34;51;60;70;80;JOINVILLE/SC;;;;;;;;;;;;;;;;;
728;21/05/2015;20;39;47;50;53;60;61;VILLA NOVA/MG;;;;;;;;;;;;;;;;;
729;23/05/2015;2;20;29;43;45;62;78;GOIµS/GO;;;;;;;;;;;;;;;;;
730;26/05/2015;10;16;19;42;54;69;74;U BARBARENSE;;;;;;;;;;;;;;;;;
731;28/05/2015;7;21;39;40;63;69;74;CRB/AL;;;;;;;;;;;;;;;;;
732;30/05/2015;7;54;59;64;65;71;78;YPIRANGA/AP;;;;;;;;;;;;;;;;;
733;02/06/2015;11;13;36;43;56;59;77;PARANµ/PR;;;;;;;;;;;;;;;;;
734;06/06/2015;4;12;16;51;64;70;73;ATLêTICO/MG;;;;;;;;;;;;;;;;;
735;09/06/2015;4;24;37;64;69;73;74;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
736;11/06/2015;27;36;41;54;58;72;73;TREZE/PB;;;;;;;;;;;;;;;;;
737;13/06/2015;3;7;10;28;60;62;78;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
738;16/06/2015;8;48;56;57;61;67;76;AMêRICA/RN;;;;;;;;;;;;;;;;;
739;18/06/2015;9;15;17;19;40;45;50;OPERARIO/MS;;;;;;;;;;;;;;;;;
740;20/06/2015;5;34;37;44;61;73;80;BRASILIENSE/DF;;;;;;;;;;;;;;;;;
741;23/06/2015;30;36;44;49;54;63;73;BOTAFOGO/PB;;;;;;;;;;;;;;;;;
742;25/06/2015;11;15;32;37;61;63;74;PAULISTA/SP;;;;;;;;;;;;;;;;;
743;27/06/2015;2;9;11;33;35;61;69;AVA÷/SC;;;;;;;;;;;;;;;;;
744;30/06/2015;4;17;30;36;48;56;61;JUVENTUDE/RS;;;;;;;;;;;;;;;;;
745;02/07/2015;3;23;43;51;53;64;70;AMêRICA/RN;;;;;;;;;;;;;;;;;
746;04/07/2015;19;30;34;40;48;58;76;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
747;07/07/2015;15;38;44;45;48;60;65;OPERARIO/MS;;;;;;;;;;;;;;;;;
748;09/07/2015;3;6;12;52;66;74;75;SANTA CRUZ/PE;;;;;;;;;;;;;;;;;
749;11/07/2015;2;9;37;40;58;60;73;AVA÷/SC;;;;;;;;;;;;;;;;;
750;14/07/2015;8;26;31;33;50;67;79;RIVER/PI;;;;;;;;;;;;;;;;;
751;16/07/2015;7;10;12;23;44;67;70;OLARIA/RJ;;;;;;;;;;;;;;;;;
752;18/07/2015;6;12;26;42;58;66;68;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
753;21/07/2015;2;40;46;48;53;64;75;DESPORTIVA/ES;;;;;;;;;;;;;;;;;
754;23/07/2015;5;8;19;30;37;41;75;BAHIA/BA;;;;;;;;;;;;;;;;;
755;25/07/2015;1;21;52;64;66;69;71;NµUTICO/PE;;;;;;;;;;;;;;;;;
756;28/07/2015;6;18;45;47;61;64;66;SERGIPE/SE;;;;;;;;;;;;;;;;;
757;30/07/2015;14;43;54;56;59;71;76;ATLêTICO/GO;;;;;;;;;;;;;;;;;
758;01/08/2015;16;19;24;31;46;60;72;AMêRICA/RN;;;;;;;;;;;;;;;;;
759;04/08/2015;3;6;27;31;50;64;74;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
760;06/08/2015;6;7;12;33;40;66;75;ATLêTICO/MG;;;;;;;;;;;;;;;;;
761;08/08/2015;8;10;21;30;50;57;61;YPIRANGA/AP;;;;;;;;;;;;;;;;;
762;11/08/2015;5;17;36;42;61;69;77;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
763;13/08/2015;5;8;11;35;39;60;78;S«O RAIMUNDO/AM;;;;;;;;;;;;;;;;;
764;15/08/2015;6;13;16;28;37;62;75;S«O PAULO/SP;;;;;;;;;;;;;;;;;
765;18/08/2015;31;44;51;57;59;66;74;ATLêTICO/MG;;;;;;;;;;;;;;;;;
766;20/08/2015;16;27;44;46;49;55;67;UBERL∂NDIA/MG;;;;;;;;;;;;;;;;;
767;22/08/2015;21;27;39;47;59;61;80;VILA NOVA/GO;;;;;;;;;;;;;;;;;
768;25/08/2015;1;5;13;27;61;70;80;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
769;27/08/2015;4;20;29;56;59;63;74;IPATINGA/MG;;;;;;;;;;;;;;;;;
770;29/08/2015;6;17;24;33;67;72;73;JUVENTUS/SP;;;;;;;;;;;;;;;;;
771;01/09/2015;37;39;48;51;58;65;77;SANTO ANDRê/SP;;;;;;;;;;;;;;;;;
772;03/09/2015;8;42;46;63;72;77;78;VILA NOVA/GO;;;;;;;;;;;;;;;;;
773;05/09/2015;15;37;49;68;70;74;78;ABC/RN;;;;;;;;;;;;;;;;;
774;08/09/2015;15;18;39;42;45;61;62;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
775;10/09/2015;6;21;31;33;48;64;78;U BARBARENSE;;;;;;;;;;;;;;;;;
776;12/09/2015;18;21;27;44;68;74;78;ATLêTICO/MG;;;;;;;;;;;;;;;;;
777;15/09/2015;3;14;36;44;46;55;67;FIGUEIRENSE/SC;;;;;;;;;;;;;;;;;
778;17/09/2015;3;8;23;41;58;68;69;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
779;19/09/2015;6;22;25;33;42;68;78;AMêRICA/MG;;;;;;;;;;;;;;;;;
780;22/09/2015;9;25;40;44;54;67;73;CEARµ/CE;;;;;;;;;;;;;;;;;
781;24/09/2015;1;27;39;42;49;75;76;ATLêTICO/GO;;;;;;;;;;;;;;;;;
782;26/09/2015;10;13;22;35;39;56;60;NµUTICO/PE;;;;;;;;;;;;;;;;;
783;29/09/2015;32;34;37;46;56;60;63;UNI«O S«O JO«O/SP;;;;;;;;;;;;;;;;;
784;01/10/2015;3;8;10;22;36;41;61;INTERNACIONAL/RS;;;;;;;;;;;;;;;;;
785;03/10/2015;5;6;18;27;51;52;79;AVA÷/SC;;;;;;;;;;;;;;;;;
786;06/10/2015;19;20;23;31;58;74;79;CRUZEIRO/MG;;;;;;;;;;;;;;;;;
787;08/10/2015;14;24;26;29;38;53;80;CRICIÈMA/SC;;;;;;;;;;;;;;;;;
788;10/10/2015;1;7;14;31;40;50;51;PALMEIRAS/SP;;;;;;;;;;;;;;;;;
789;13/10/2015;12;13;21;37;45;53;76;TREZE/PB;;;;;;;;;;;;;;;;;
790;15/10/2015;2;4;8;12;27;31;50;TUNA LUSO/PA;;;;;;;;;;;;;;;;;
791;17/10/2015;3;10;36;44;58;59;64;CORINTHIANS/SP;;;;;;;;;;;;;;;;;
792;20/10/2015;2;9;14;33;37;67;78;ATLêTICO/GO;;;;;;;;;;;;;;;;;
793;22/10/2015;12;25;27;36;62;69;80;OLARIA/RJ;;;;;;;;;;;;;;;;;
794;24/10/2015;7;25;31;42;65;71;76;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
795;27/10/2015;13;16;17;22;31;52;56;CRB/AL;;;;;;;;;;;;;;;;;
796;29/10/2015;6;23;25;53;61;64;75;VILA NOVA/GO;;;;;;;;;;;;;;;;;
797;31/10/2015;6;34;58;61;63;69;71;BOTAFOGO/RJ;;;;;;;;;;;;;;;;;
798;03/11/2015;3;9;17;69;72;78;79;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
799;05/11/2015;1;24;60;63;65;76;77;XV PIRACICABA/SP;;;;;;;;;;;;;;;;;
800;07/11/2015;6;18;24;27;45;51;64;MOTO CLUBE/MA;;;;;;;;;;;;;;;;;
801;10/11/2015;7;39;58;61;62;76;77;RIO BRANCO/ES;;;;;;;;;;;;;;;;;
802;13/11/2015;7;14;20;28;32;34;47;RORAIMA/RR;;;;;;;;;;;;;;;;;
803;14/11/2015;3;13;18;25;52;62;77;GAMA/DF;;;;;;;;;;;;;;;;;
804;17/11/2015;1;6;11;14;22;38;49;ATHLêTICO/PR;;;;;;;;;;;;;;;;;
805;19/11/2015;13;21;31;39;51;57;62;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
806;21/11/2015;17;20;56;59;67;74;79;JOINVILLE/SC;;;;;;;;;;;;;;;;;
807;24/11/2015;12;19;20;21;30;60;67;MAR÷LIA/SP;;;;;;;;;;;;;;;;;
808;26/11/2015;9;12;37;45;65;68;73;CORITIBA/PR;;;;;;;;;;;;;;;;;
809;28/11/2015;7;8;17;20;37;61;69;S«O CAETANO/SP;;;;;;;;;;;;;;;;;
810;01/12/2015;8;28;47;66;71;74;80;OLARIA/RJ;;;;;;;;;;;;;;;;;
811;03/12/2015;3;18;23;27;59;62;80;SANTOS/SP;;;;;;;;;;;;;;;;;
812;05/12/2015;18;43;44;47;50;58;65;IPATINGA/MG;;;;;;;;;;;;;;;;;
813;08/12/2015;2;24;36;52;54;74;79;FLUMINENSE/RJ;;;;;;;;;;;;;;;;;
814;10/12/2015;8;28;49;51;58;75;76;RIO BRANCO/AC;;;;;;;;;;;;;;;;;
815;12/12/2015;1;3;8;13;26;35;57;FLAMENGO/RJ;;;;;;;;;;;;;;;;;
816;15/12/2015;37;38;44;49;58;68;79;VIT‡RIA/BA;;;;;;;;;;;;;;;;;
817;17/12/2015;2;25;56;62;63;67;69;SAMPAIO CORR“A/MA;;;;;;;;;;;;;;;;;
